GOid	Genes
GO:0032400	['BBS2']
GO:0098876	['BBS2', 'MACF1', 'VPS35L']
GO:0032098	['BBS2']
GO:0032401	['BBS2']
GO:0051905	['BBS2', 'MYO7A']
GO:0032099	['BBS2']
GO:0035082	['BBS2', 'CCDC146', 'CFAP44', 'CFAP65', 'DNAH1']
GO:0048193	['BBS2', 'COG7', 'GAK', 'GOSR2', 'HTT', 'KDELR3', 'MACF1', 'SGSM2', 'VCP', 'VPS13C', 'VPS35L']
GO:0032095	['BBS2']
GO:0014820	['BBS2']
GO:0042310	['BBS2']
GO:0040014	['BBS2', 'EZR', 'GHRHR']
GO:0001578	['BBS2', 'CCDC146', 'CFAP44', 'CFAP65', 'DNAH1', 'FBXO24', 'RSPH9', 'STK36']
GO:0014829	['BBS2']
GO:0015031	['BBS2', 'COG7', 'CWH43', 'DERL1', 'EXPH5', 'GCKR', 'HFE', 'MACF1', 'MYO7A', 'NUP153', 'PML', 'SORCS2', 'SPAG17', 'STX1B', 'SYTL1', 'TRAF3IP2', 'VCP', 'VLDLR', 'VPS13C', 'VPS8', 'XPO4']
GO:0006939	['BBS2']
GO:0097746	['BBS2', 'CASR', 'DOCK4', 'DOCK5', 'SCARB1']
GO:0006893	['BBS2', 'MACF1']
GO:0035150	['BBS2', 'CASR', 'DOCK4', 'DOCK5', 'SCARB1']
GO:0032096	['BBS2']
GO:0044782	['BBS2', 'CCDC146', 'CCDC42', 'CEP89', 'CFAP61', 'DNAH5', 'IFT140', 'IFT88', 'KIAA0753', 'NME8', 'PCNT', 'RSPH9', 'SPAG17', 'STK36', 'TBC1D32']
GO:0048640	['BBS2', 'PI16', 'WWC2']
GO:0072657	['BBS2', 'CDH2', 'DENND4C', 'EZR', 'GAK', 'GIT1', 'MACF1', 'MUSK', 'RAPGEF6', 'ZDHHC4', 'ZFYVE27']
GO:0097191	['BCL2L10']
GO:0038034	['BCL2L10']
GO:0008637	['BCL2L10', 'CCAR2']
GO:0007005	['BCL2L10', 'CCAR2', 'SNCA']
GO:0006639	['BLVRA', 'DGKH', 'PNPLA1']
GO:0002768	['BLVRA', 'BTNL8', 'C3', 'EIF2B5', 'FCER2', 'HHLA2', 'LILRA4', 'NCR3', 'PTPN22', 'WNK1']
GO:0002764	['BLVRA', 'BTNL8', 'C3', 'EIF2B5', 'FCER2', 'HHLA2', 'IFIH1', 'LACC1', 'LILRA4', 'MAVS', 'NCR3', 'NOD1', 'PRKDC', 'PTPN22', 'TLR6', 'TRAF3IP3', 'TRIM25', 'WNK1', 'ZDHHC4']
GO:0002237	['BLVRA', 'CASP7', 'CD68', 'GIT1', 'IL1F10', 'PTPN22', 'SCARB1', 'SELE', 'SELP', 'SNCA', 'TLR6', 'TRIM41', 'TSPO', 'ZDHHC4']
GO:0006638	['BLVRA', 'DGKH', 'PNPLA1']
GO:0002757	['BLVRA', 'BTNL8', 'C3', 'EIF2B5', 'FCER2', 'HHLA2', 'IFIH1', 'LACC1', 'MAVS', 'NCR3', 'NOD1', 'PRKDC', 'PTPN22', 'TLR6', 'TRAF3IP3', 'TRIM25', 'WNK1', 'ZDHHC4']
GO:0002253	['BLVRA', 'BTNL8', 'C3', 'CFB', 'CFHR5', 'EIF2B5', 'FCER2', 'HHLA2', 'IFIH1', 'LACC1', 'MAVS', 'NCR3', 'NOD1', 'PRKDC', 'PTPN22', 'TLR6', 'TRAF3IP3', 'TRIM25', 'WNK1', 'ZDHHC4']
GO:0046486	['BLVRA', 'CEPT1', 'CWH43', 'DGKH', 'MTMR6', 'PLCB3', 'PNPLA1', 'TMEM86B']
GO:0002430	['BLVRA']
GO:0002429	['BLVRA', 'BTNL8', 'C3', 'EIF2B5', 'FCER2', 'HHLA2', 'PTPN22', 'WNK1']
GO:0048259	['BMP2K', 'C3', 'HFE', 'ITGB3', 'RIN3', 'SELE', 'TBC1D5', 'TF']
GO:0030100	['BMP2K', 'C3', 'CYBA', 'HFE', 'IL2RB', 'ITGB3', 'RIN3', 'SCARB1', 'SELE', 'SIRPG', 'SNCA', 'SPHK1', 'STX1B', 'TBC1D5', 'TF']
GO:0008593	['BMP2K', 'MMP14', 'OVOL2']
GO:0097066	['BRD8']
GO:0045893	['BRD8', 'CALCOCO1', 'CAMTA2', 'CTCFL', 'EGLN1', 'ELF1', 'FOXM1', 'GLI1', 'GLIS3', 'HEATR1', 'HHEX', 'ITGA8', 'MAVS', 'MAX', 'MEF2A', 'MITF', 'MTF1', 'MYBL2', 'MYC', 'NCOA3', 'OVOL2', 'PARP1', 'PHIP', 'PRKDC', 'REST', 'SMARCAD1', 'STAT1', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TMPRSS6', 'WNK1', 'ZGLP1', 'ZNF335']
GO:0010569	['BRD8', 'PARP1', 'UBQLN4']
GO:0006357	['BRD8', 'CALCOCO1', 'CAMTA2', 'CASP7', 'CC2D1A', 'CHD3', 'CHD4', 'CNOT2', 'CTCFL', 'EGLN1', 'EHMT2', 'ELF1', 'EZR', 'FOXM1', 'GLI1', 'GLIS3', 'H1-2', 'HDAC7', 'HHEX', 'HIC1', 'ID3', 'ITGA8', 'MAVS', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MTF1', 'MYBL2', 'MYC', 'NCOA3', 'OVOL2', 'PARP1', 'PHIP', 'PRKDC', 'REST', 'SMARCAD1', 'SNCA', 'STAT1', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TMPRSS6', 'WWC2', 'ZGLP1', 'ZHX3', 'ZNF134', 'ZNF335', 'ZNF732']
GO:2000781	['BRD8', 'PARP1', 'PRKDC']
GO:0016072	['BRF1', 'BYSL', 'DHX37', 'DIS3L', 'ERCC2', 'GTF3C2', 'HEATR1', 'IMP4', 'KRR1', 'MPHOSPH6', 'NOP2', 'PELO', 'PRKDC', 'SLFN12', 'SLFN14', 'TAF1B', 'UTP6', 'WDR12']
GO:0032774	['BRF1', 'DIDO1', 'ELOB', 'ERCC2', 'GLIS3', 'GTF3C2', 'IFIH1', 'MAVS', 'MEF2A', 'MTF1', 'MYC', 'PARP1', 'POLR3E', 'PRIM1', 'TAF1B', 'TEAD4', 'THRA', 'TRIM25']
GO:0006352	['BRF1', 'ELOB', 'ERCC2']
GO:0016070	['BRF1', 'BYSL', 'CCAR2', 'CNOT2', 'DALRD3', 'DHX37', 'DIDO1', 'DIS3L', 'ELOB', 'ERCC2', 'FBXO24', 'GATC', 'GEMIN5', 'GLIS3', 'GTF3C2', 'HEATR1', 'HNRNPH1', 'IFIH1', 'IMP4', 'KRR1', 'MAVS', 'MEF2A', 'MLH1', 'MPHOSPH6', 'MTF1', 'MYC', 'NOP2', 'PARP1', 'PELO', 'POLR3E', 'PRIM1', 'PRKDC', 'SLFN12', 'SLFN14', 'SMG6', 'SNIP1', 'TAF1B', 'TEAD4', 'THADA', 'THRA', 'TP53RK', 'TRIM25', 'TSEN54', 'UTP6', 'WDR12']
GO:0071824	['BRF1', 'CHAF1A', 'H1-2', 'H1-6', 'MYC', 'NAP1L4', 'PADI4', 'TAF1B']
GO:0006351	['BRF1', 'ERCC2', 'GLIS3', 'GTF3C2', 'IFIH1', 'MAVS', 'MYC', 'PARP1', 'TAF1B', 'THRA', 'TRIM25']
GO:0141187	['BRF1', 'CENPF', 'DIDO1', 'ELOB', 'ERCC2', 'GLIS3', 'GTF3C2', 'IFIH1', 'MAVS', 'MEF2A', 'MTF1', 'MYC', 'PARP1', 'PARP10', 'POLI', 'POLR3E', 'PRIM1', 'RPA1', 'SPHK1', 'TAF1B', 'TEAD4', 'THRA', 'TRIM25', 'VCP']
GO:0065004	['BRF1', 'CHAF1A', 'H1-2', 'H1-6', 'NAP1L4', 'PADI4', 'TAF1B']
GO:0006399	['BRF1', 'DALRD3', 'GATC', 'GTF3C2', 'THADA', 'TP53RK', 'TSEN54']
GO:1902622	['BST1', 'SLIT2']
GO:0071622	['BST1', 'IL34', 'SLIT2']
GO:2000377	['BST1', 'CCN6', 'CYBA', 'SNCA', 'TLR6', 'TRAP1', 'TSPO']
GO:0050851	['BTNL8', 'EIF2B5', 'HHLA2', 'PTPN22', 'WNK1']
GO:0009790	['BYSL', 'COPS3', 'ERCC2', 'MYO18B', 'RPA1', 'TEAD4', 'ZNF335']
GO:0030490	['BYSL', 'DHX37', 'ERCC2', 'HEATR1', 'UTP6']
GO:0006364	['BYSL', 'DHX37', 'ERCC2', 'HEATR1', 'IMP4', 'MPHOSPH6', 'NOP2', 'PRKDC', 'UTP6', 'WDR12']
GO:0043009	['BYSL', 'COPS3', 'ERCC2', 'MYO18B', 'RPA1', 'TEAD4', 'ZNF335']
GO:1900180	['BYSL', 'CWH43', 'MAVS', 'PARP1']
GO:0022613	['BYSL', 'DDX28', 'DHX37', 'ERCC2', 'HEATR1', 'IMP4', 'KRR1', 'NOP16', 'NOP2', 'PRKDC', 'URB2', 'UTP6', 'WDR12']
GO:0007275	['BYSL', 'COPS3', 'ERCC2', 'MYO18B', 'RPA1', 'TEAD4', 'ZNF335']
GO:0006396	['BYSL', 'CCAR2', 'DALRD3', 'DHX37', 'ERCC2', 'FASTKD3', 'FBXO24', 'GEMIN5', 'HEATR1', 'HNRNPH1', 'IMP4', 'KRR1', 'MPHOSPH6', 'NOP2', 'PRKDC', 'SNIP1', 'THADA', 'TP53RK', 'TSEN54', 'UTP6', 'WDR12']
GO:0009792	['BYSL', 'COPS3', 'ERCC2', 'MYO18B', 'RPA1', 'TEAD4', 'ZNF335']
GO:0046605	['C10orf90']
GO:1902115	['C10orf90', 'CNOT2', 'EHMT2', 'HTT', 'IFT140', 'IFT88']
GO:0016567	['C10orf90', 'CUL1', 'FBXO38', 'FBXO7', 'LNPEP', 'MARCHF8', 'RAG1', 'RNF213', 'SH3RF2', 'SHARPIN', 'TRAF3IP2', 'TRIM25', 'TRIM41']
GO:0010824	['C10orf90']
GO:0031647	['C10orf90', 'COG7', 'DERL1', 'HTT', 'PML', 'PRKDC', 'SNCA', 'TELO2']
GO:0071695	['C3', 'ERCC2', 'GHRHR', 'PDE3A', 'SLC22A14', 'SLFN14']
GO:0034330	['C3', 'CDH2', 'COL4A1', 'DLG5', 'FARP1', 'GIT1', 'HDAC7', 'ITGB3', 'MPP7', 'MUSK', 'NPHS1', 'REST', 'SDK1', 'SLC8A2', 'SNCA', 'SPTB', 'VSIG10']
GO:0002883	['C3']
GO:0010883	['C3', 'ITGB3', 'SCARB1']
GO:0031349	['C3', 'CASP5', 'CLNK', 'CYBA', 'DDX60', 'IFIH1', 'IFNK', 'LACC1', 'LRCH4', 'LTF', 'MAVS', 'NCR3', 'NOD1', 'PRKDC', 'PTPN22', 'SNCA', 'TLR6', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'ZC3HAV1', 'ZDHHC4']
GO:0031399	['C3', 'CCAR2', 'COPS3', 'DERL1', 'ETAA1', 'FLT3', 'GSKIP', 'IL34', 'KLHL40', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP10', 'PARP14', 'PHIP', 'PKMYT1', 'PRKDC', 'PTPN22', 'SAMSN1', 'SH3RF2', 'SLIT2', 'SPHK1', 'SYNPO2', 'TAOK3', 'TLR6', 'TSPO', 'VCP', 'WNK1']
GO:0001796	['C3']
GO:0002922	['C3', 'FCER2']
GO:0141061	['C3', 'CFB', 'CFHR5', 'LTF']
GO:0050764	['C3', 'CYBA', 'IL2RB', 'SIRPG']
GO:0008277	['C3', 'ITGB3', 'PADI2', 'PDE3A', 'PDE4A', 'SLIT2', 'SNCA', 'ULK4']
GO:0010827	['C3', 'MEF2A']
GO:0050808	['C3', 'CDH2', 'COL4A1', 'FARP1', 'GIT1', 'ITGB3', 'MUSK', 'REST', 'SDK1', 'SPTB', 'VSIG10']
GO:2000425	['C3']
GO:1905155	['C3']
GO:0019220	['C3', 'ETAA1', 'FLT3', 'GCKR', 'GIT1', 'GSKIP', 'IL34', 'LACC1', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP1', 'PARP14', 'PHIP', 'PKMYT1', 'PRKDC', 'PTPN22', 'SAMSN1', 'SCARB1', 'SLIT2', 'SMG6', 'SNCA', 'SPHK1', 'SYNPO2', 'TAOK3', 'TLR6', 'TSPO', 'VCP']
GO:0002863	['C3']
GO:0002675	['C3']
GO:0001932	['C3', 'ETAA1', 'FLT3', 'GSKIP', 'IL34', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP14', 'PKMYT1', 'PRKDC', 'PTPN22', 'SAMSN1', 'SLIT2', 'SPHK1', 'SYNPO2', 'TAOK3', 'TLR6']
GO:0045087	['C3', 'CFB', 'CFHR5', 'CUL1', 'EIF2AK2', 'IFIH1', 'LTF', 'MAVS', 'TRIM25']
GO:0045917	['C3']
GO:0001969	['C3']
GO:0150146	['C3']
GO:0002894	['C3']
GO:0098883	['C3']
GO:0001906	['C3', 'CFB', 'CFHR5', 'LTF']
GO:0009888	['C3', 'CASR', 'COL7A1', 'ENAM', 'ERCC2', 'HLX', 'ITGA8', 'LTBP3', 'MYOM2', 'NPHS1', 'ODAM', 'OVOL2', 'PARP1', 'PELO', 'SCN5A', 'SHARPIN', 'SLIT2', 'SPRR3', 'STAT1', 'TBC1D32', 'TBL1XR1']
GO:0006956	['C3', 'CFB', 'CFHR5']
GO:0010574	['C3']
GO:0002888	['C3', 'MAVS']
GO:0002866	['C3']
GO:0002886	['C3', 'IL4R', 'MAVS']
GO:0050729	['C3']
GO:0050766	['C3']
GO:0030449	['C3']
GO:0002920	['C3', 'FCER2', 'SPINK5']
GO:0006959	['C3', 'CFB', 'CFHR5', 'EXO1', 'LTF', 'TF']
GO:0141060	['C3', 'CFB', 'CFHR5', 'LTF']
GO:1905153	['C3']
GO:0060429	['C3', 'SLIT2', 'STAT1', 'TBC1D32']
GO:0042327	['C3', 'ETAA1', 'FLT3', 'IL34', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP14', 'SPHK1', 'TAOK3', 'TLR6']
GO:0002673	['C3', 'KLKB1']
GO:0042325	['C3', 'ETAA1', 'FLT3', 'GCKR', 'GSKIP', 'IL34', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP14', 'PHIP', 'PKMYT1', 'PRKDC', 'PTPN22', 'SAMSN1', 'SLIT2', 'SPHK1', 'SYNPO2', 'TAOK3', 'TLR6']
GO:0090207	['C3', 'FUT1', 'SCARB1']
GO:0048469	['C3', 'ERCC2', 'PDE3A', 'SLC22A14', 'SLFN14']
GO:0002864	['C3']
GO:0010562	['C3', 'ETAA1', 'FLT3', 'IL34', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP14', 'SNCA', 'SPHK1', 'TAOK3', 'TLR6', 'VCP']
GO:0031401	['C3', 'DERL1', 'ETAA1', 'FLT3', 'IL34', 'KLHL40', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP14', 'PTPN22', 'SPHK1', 'TAOK3', 'TLR6', 'VCP']
GO:0002885	['C3']
GO:0045937	['C3', 'ETAA1', 'FLT3', 'IL34', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP14', 'SNCA', 'SPHK1', 'TAOK3', 'TLR6', 'VCP']
GO:0050727	['C3', 'CASP5', 'FAM76B', 'GIT1', 'KLKB1', 'PBK', 'SHARPIN', 'SMPDL3B', 'SNCA', 'SPHK1', 'TEK', 'TLR6']
GO:0042551	['C3']
GO:0002892	['C3']
GO:0051174	['C3', 'ETAA1', 'FLT3', 'GCKR', 'GIT1', 'GSKIP', 'IL34', 'LACC1', 'LTF', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP1', 'PARP14', 'PHIP', 'PKMYT1', 'PRKDC', 'PTPN22', 'SAMSN1', 'SCARB1', 'SLIT2', 'SMG6', 'SNCA', 'SPHK1', 'SYNPO2', 'TAOK3', 'TLR6', 'TSPO', 'VCP']
GO:0045807	['C3', 'CYBA', 'HFE', 'IL2RB', 'SELE', 'SIRPG', 'TBC1D5', 'TF']
GO:0060099	['C3']
GO:0021700	['C3', 'ERCC2', 'GHRHR', 'PDE3A', 'SLC22A14', 'SLFN14']
GO:0002861	['C3']
GO:0090257	['CACNG1', 'DOCK4', 'DOCK5', 'MEF2A', 'PARP1', 'PI16', 'SCN5A', 'SPHK1']
GO:0006937	['CACNG1', 'DOCK4', 'DOCK5', 'SCN5A', 'SPHK1']
GO:1903169	['CACNG1', 'CYBA', 'HTT', 'ITGB3', 'NOS1AP', 'PML', 'SNCA']
GO:0051924	['CACNG1', 'CASR', 'CYBA', 'HTT', 'ITGB3', 'NOS1AP', 'PML', 'SNCA', 'TSPO']
GO:0009755	['CALCOCO1', 'GPRIN3', 'NCOA3', 'PADI2', 'PDE3A', 'PML', 'THRA']
GO:0030522	['CALCOCO1', 'GPRIN3', 'IFIH1', 'LACC1', 'MAVS', 'NCOA3', 'NOD1', 'PADI2', 'PDE3A', 'PML', 'PRKDC', 'THRA', 'TRAF3IP3', 'TRIM25', 'ZDHHC4']
GO:0043401	['CALCOCO1', 'PADI2', 'PDE3A']
GO:0141193	['CALCOCO1', 'GPRIN3', 'NCOA3', 'PADI2', 'PDE3A', 'PML', 'THRA']
GO:0014887	['CAMTA2']
GO:0003299	['CAMTA2']
GO:0043500	['CAMTA2', 'CYBA']
GO:0014888	['CAMTA2']
GO:0003300	['CAMTA2']
GO:0014897	['CAMTA2']
GO:0014896	['CAMTA2', 'CYBA']
GO:0071496	['CASP5', 'CDA', 'CYBA', 'ITGB3', 'TEK', 'TNFSF14']
GO:0048857	['CASP5', 'CCDC14', 'PADI2']
GO:0006665	['CASP7', 'CERS4', 'FUT1', 'FUT2', 'PNPLA1', 'SMPDL3B', 'SPHK1']
GO:1905684	['CASP7']
GO:0043279	['CASP7', 'EHMT2', 'GPRIN3', 'OPRM1', 'RYR3', 'SNCA']
GO:0051253	['CASP7', 'CC2D1A', 'CCAR2', 'CENPF', 'CHD3', 'CHD4', 'CNOT2', 'EHMT2', 'EZR', 'FAM76B', 'FOXM1', 'GLIS3', 'H1-2', 'HDAC7', 'HHEX', 'HIC1', 'HR', 'ID3', 'MAF1', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MYC', 'OVOL2', 'PARP1', 'PARP10', 'PARP14', 'PML', 'REST', 'SETDB2', 'SNCA', 'STAT1', 'TBL1XR1', 'TET1', 'THRA', 'TMPRSS6', 'TRAF3IP2', 'WWC2', 'ZGLP1', 'ZHX3', 'ZNF134', 'ZNF587B', 'ZNF732']
GO:0042692	['CASP7', 'CDH2', 'ITGA8', 'KLHL40', 'MYC']
GO:0006672	['CASP7', 'CERS4', 'PNPLA1']
GO:0006643	['CASP7', 'CERS4', 'CWH43', 'FUT1', 'FUT2', 'PNPLA1', 'SMPDL3B', 'SPHK1', 'ST3GAL4']
GO:0071312	['CASP7', 'EHMT2', 'OPRM1', 'RYR3']
GO:0006954	['CASP7', 'CD68', 'EIF2AK1']
GO:1902679	['CASP7', 'CC2D1A', 'CCAR2', 'CENPF', 'CHD3', 'CHD4', 'CNOT2', 'EHMT2', 'EZR', 'FOXM1', 'GLIS3', 'H1-2', 'HDAC7', 'HHEX', 'HIC1', 'HR', 'ID3', 'MAF1', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MYC', 'OVOL2', 'PARP1', 'PARP10', 'PARP14', 'PML', 'REST', 'SETDB2', 'SNCA', 'STAT1', 'TBL1XR1', 'TET1', 'THRA', 'TMPRSS6', 'WWC2', 'ZGLP1', 'ZHX3', 'ZNF134', 'ZNF587B', 'ZNF732']
GO:0071219	['CASP7', 'CD68', 'GIT1', 'IL1F10', 'TLR6', 'TRIM41', 'TSPO', 'ZDHHC4']
GO:0046467	['CASP7', 'CERS4', 'CWH43', 'FUT1', 'FUT2', 'PNPLA1', 'SPHK1', 'ST3GAL4']
GO:0071887	['CASP7', 'MYC', 'TRAF3IP2']
GO:0072733	['CASP7']
GO:0071216	['CASP7', 'CD68', 'CDA', 'GIT1', 'IL1F10', 'TLR6', 'TRIM41', 'TSPO', 'ZDHHC4']
GO:0032496	['CASP7', 'CD68', 'GIT1', 'IL1F10', 'SCARB1', 'TRIM41', 'TSPO']
GO:0030148	['CASP7', 'CERS4', 'FUT1', 'FUT2', 'PNPLA1', 'SPHK1']
GO:0045892	['CASP7', 'CC2D1A', 'CHD3', 'CHD4', 'CNOT2', 'EHMT2', 'EZR', 'FOXM1', 'GLIS3', 'H1-2', 'HDAC7', 'HHEX', 'HIC1', 'ID3', 'MAF1', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MYC', 'OVOL2', 'PARP1', 'REST', 'SNCA', 'STAT1', 'TBL1XR1', 'TET1', 'THRA', 'TMPRSS6', 'WWC2', 'ZGLP1', 'ZHX3', 'ZNF134', 'ZNF732']
GO:0046883	['CASR', 'GHRHR', 'HFE', 'PASK', 'REST', 'TSPO']
GO:0051928	['CASR', 'HTT', 'SNCA']
GO:0035728	['CASR']
GO:0060612	['CASR', 'TBL1XR1']
GO:0071295	['CASR']
GO:0055094	['CASR', 'CD68', 'FUT1', 'TLR6']
GO:0090277	['CASR', 'GHRHR']
GO:0036294	['CASR', 'EGLN1', 'MYC', 'OPRD1', 'TBL2']
GO:0050714	['CASR']
GO:0061138	['CASR', 'COL4A1', 'DLG5', 'MMP14', 'MYC', 'PML', 'SLIT2']
GO:0090087	['CASR', 'GHRHR', 'HFE', 'PASK', 'REST']
GO:0001763	['CASR', 'COL4A1', 'DLG5', 'MMP14', 'MYC', 'PML', 'SLIT2']
GO:0050796	['CASR', 'REST']
GO:0019229	['CASR', 'DOCK4', 'DOCK5']
GO:0090279	['CASR']
GO:1900225	['CASR', 'MAVS', 'PTPN22', 'TLR6']
GO:0002009	['CASR', 'COL4A1', 'DLG5', 'MMP14', 'MYC', 'OVOL2', 'PML', 'SETDB2', 'SLIT2']
GO:0031669	['CASR', 'CPEB4', 'EHMT2', 'EIF2AK2', 'EIF2AK4', 'MYH13', 'SESN1', 'SZT2', 'TBL2', 'YME1L1']
GO:0007584	['CASR', 'F5', 'MTHFR', 'TRIM25', 'TSPO']
GO:0000165	['CASR', 'MEF2A', 'MYC', 'NOD1', 'NPHS1', 'PBK']
GO:0031670	['CASR']
GO:0035239	['CASR', 'CDH2', 'COL4A1', 'DLG5', 'EPHB3', 'GLI1', 'MMP14', 'MYC', 'OVOL2', 'PML', 'SETDB2', 'SLIT2']
GO:0046717	['CASR']
GO:0002791	['CASR', 'GHRHR', 'HFE', 'PASK', 'REST']
GO:0033280	['CASR']
GO:0033273	['CASR', 'F5', 'MTHFR', 'TRIM25', 'TSPO']
GO:0061448	['CASR', 'TBL1XR1']
GO:0007189	['CASR', 'PLCB3']
GO:0090276	['CASR', 'GHRHR', 'HFE', 'PASK', 'REST']
GO:0002793	['CASR', 'GHRHR', 'HFE']
GO:0046887	['CASR', 'GHRHR', 'HFE']
GO:0071402	['CASR', 'CD68', 'FUT1', 'TLR6']
GO:0009593	['CASR', 'OR10P1', 'OR2AG2', 'OR2G2', 'OR52B6', 'OR5B12', 'OR5M11', 'OR6N1', 'OR7A10', 'OR7G2', 'SCARB1', 'TLR6']
GO:0140059	['CC2D1A']
GO:0048813	['CC2D1A']
GO:0140058	['CC2D1A']
GO:0000122	['CC2D1A', 'MYC', 'THRA']
GO:0043576	['CC2D1A']
GO:1905380	['CC2D1A']
GO:0150021	['CC2D1A']
GO:0044065	['CC2D1A']
GO:1901976	['CCAR2', 'ETAA1', 'NDC80', 'RFWD3', 'TELO2']
GO:0016071	['CCAR2', 'CNOT2', 'DIS3L', 'FBXO24', 'GEMIN5', 'HNRNPH1', 'IFIH1', 'MAVS', 'MLH1', 'PELO', 'SLFN14', 'SMG6', 'SNIP1', 'THRA', 'TRIM25', 'TSEN54']
GO:0030177	['CCAR2', 'GSKIP', 'HHEX', 'TBL1XR1', 'VCP', 'WNK1']
GO:0045861	['CCAR2', 'FBXO38', 'HFE', 'KLHL40', 'PBK', 'PML']
GO:0050790	['CCAR2', 'DOCK8', 'EPHB3', 'ETAA1', 'FGD4', 'FGFR4', 'FLT3', 'GCKR', 'GSKIP', 'LTF', 'MST1R', 'ODAM', 'PDE3A', 'PKMYT1', 'PTPN22', 'RALGAPA2', 'RAPGEF6', 'SYNPO2', 'SZT2', 'TAOK3', 'TBC1D2', 'TLR6', 'XRCC4']
GO:1901978	['CCAR2', 'NDC80', 'TELO2']
GO:2000001	['CCAR2', 'TELO2']
GO:1903051	['CCAR2', 'FBXO38', 'HFE', 'KLHL40', 'PBK', 'PML']
GO:0032434	['CCAR2', 'ELOB', 'FBXO38', 'HFE', 'KLHL40', 'PBK', 'SH3RF2', 'TF', 'VCP']
GO:2000058	['CCAR2', 'ELOB', 'FBXO38', 'HFE', 'KLHL40', 'PBK', 'PML', 'SH3RF2', 'TF', 'UBQLN4', 'VCP']
GO:0030162	['CCAR2', 'CWH43', 'DNAAF4', 'ELOB', 'FBXO38', 'FGFR4', 'HFE', 'KLHL40', 'KLKB1', 'MMP14', 'PBK', 'PML', 'SH3RF2', 'SPINK5', 'TF', 'UBQLN4', 'VCP']
GO:0061136	['CCAR2', 'ELOB', 'FBXO38', 'HFE', 'KLHL40', 'PBK', 'SH3RF2', 'TF', 'UBQLN4', 'VCP']
GO:1901799	['CCAR2', 'FBXO38', 'HFE', 'KLHL40', 'PBK']
GO:0060828	['CCAR2', 'CDH2', 'GLI1', 'GSKIP', 'HHEX', 'TBL1XR1', 'VCP', 'WNK1']
GO:2000059	['CCAR2', 'FBXO38', 'HFE', 'KLHL40', 'PBK']
GO:1903050	['CCAR2', 'DNAAF4', 'ELOB', 'FBXO38', 'HFE', 'KLHL40', 'PBK', 'PML', 'SH3RF2', 'TF', 'UBQLN4', 'VCP']
GO:0044380	['CCDC14', 'KIAA0753', 'MCPH1']
GO:0072698	['CCDC14', 'KIAA0753', 'MCPH1']
GO:1905508	['CCDC14', 'KIAA0753', 'MCPH1']
GO:0009566	['CCDC146', 'FBXO24', 'FCRL5', 'HYAL3', 'MST1R', 'SLC22A16', 'TMPRSS12']
GO:0044458	['CCDC146', 'CFAP61']
GO:0031023	['CCDC42', 'CHD3', 'KIAA0753']
GO:0033363	['CCDC42', 'CHN2', 'GARIN1A', 'TMPRSS12']
GO:0010927	['CCDC42', 'CHN2', 'ERCC2', 'GARIN1A', 'KLHL41', 'MEF2A', 'MYLK3', 'TMPRSS12']
GO:1901343	['CCN6', 'HHEX', 'PML', 'SEMA6A', 'SPINK5', 'STAT1', 'TEK']
GO:2000181	['CCN6', 'HHEX', 'PML', 'SEMA6A', 'SPINK5', 'STAT1', 'TEK']
GO:0033077	['CCR6']
GO:0036336	['CCR6']
GO:0072676	['CCR6', 'TNFSF14', 'WNK1']
GO:0045190	['CCR6']
GO:1902093	['CCR6']
GO:2000508	['CCR6']
GO:0072678	['CCR6', 'TNFSF14']
GO:0070232	['CD27', 'DOCK8', 'RAG1']
GO:0045577	['CD27', 'MMP14']
GO:0002449	['CD27', 'EXO1', 'GNL1', 'IL2RB', 'IL4R', 'TRAF3IP2']
GO:0002250	['CD27', 'EXO1', 'GNL1', 'IL2RB', 'IL4R', 'TRAF3IP2']
GO:2000107	['CD27', 'DOCK8', 'RAG1']
GO:0002443	['CD27', 'EXO1', 'GNL1', 'IL2RB', 'IL4R', 'TRAF3IP2']
GO:0002460	['CD27', 'EXO1', 'GNL1', 'IL2RB', 'IL4R', 'TRAF3IP2']
GO:0090716	['CD27']
GO:0070228	['CD27', 'DOCK8', 'MYC', 'RAG1']
GO:0090713	['CD27']
